Time(us), Temperature(C), Vth(nmos), Vth(pmos)
6807002,24.81,0.00026107,-0.00020176,-0.00027120,0.00011146,-0.0251084566,24.81
6907002,24.81,0.00001103,0.00000119,-0.00034571,0.00000864,-0.0812113285,24.81
7004002,24.81,0.00038683,-0.00044823,-0.00000626,-0.00014603,-0.0534206629,24.81
7100002,24.81,0.00017643,-0.00014275,0.00009328,0.00014931,0.0690668821,24.81
7196002,24.81,0.00032872,0.00002980,-0.00004917,0.00006169,0.0927597284,24.81
7293002,24.81,-0.00012994,-0.00009030,0.00012368,-0.00005901,-0.0388920307,24.81
7390002,24.81,0.00019610,0.00013381,-0.00035942,0.00017554,0.0365078449,24.81
7487002,24.81,0.00025421,-0.00011414,-0.00021398,0.00011861,0.0111758709,24.81
7584002,24.81,-0.00022590,-0.00030130,0.00005901,0.00010520,-0.0907480717,24.81
7681002,24.81,0.00005871,-0.00007778,-0.00028938,0.00043511,0.0316649675,24.81
7778002,24.81,0.00030339,-0.00023484,-0.00037163,0.00006258,-0.0601261854,24.81
7875002,24.81,0.00012159,0.00013173,0.00018120,0.00030756,0.1855194569,24.81
7972002,24.81,0.00002116,0.00017464,-0.00023723,-0.00003010,-0.0178813934,24.81
8070002,24.81,0.00008047,-0.00029743,-0.00007033,0.00007451,-0.0531971455,24.81
8167002,24.81,0.00029355,-0.00006586,-0.00015736,-0.00014424,-0.0184774399,24.81
8265002,24.81,0.00006020,0.00002414,-0.00023514,0.00053585,0.0962615013,24.81
8363002,24.81,0.00010401,-0.00005215,-0.00027955,0.00013471,-0.0232458115,24.81
8460002,24.81,0.00042170,-0.00022322,-0.00026911,0.00046045,0.0974535942,24.81
8558002,24.81,-0.00013202,0.00002116,-0.00004232,0.00013351,-0.0049173832,24.81
8655002,24.81,0.00003040,-0.00015825,0.00024259,0.00016242,0.0692903996,24.81
8753002,24.81,-0.00015676,-0.00000447,-0.00035495,0.00005871,-0.1143664122,24.81
8853002,24.81,0.00032306,0.00001788,-0.00022352,-0.00008494,0.0081211329,24.81
8951002,24.81,0.00015795,0.00002652,-0.00013202,0.00014096,0.0483542681,24.81
9049002,24.81,0.00009984,-0.00024170,-0.00028223,0.00001758,-0.1016259193,24.81
